Candidate_ID,Requisition_ID,Application_Date,Department,Job_Role,Location,Recruitment_Source,Recruiter,Gender,Age,Experience_Years,Education_Level,Expected_Salary_GBP,Screening_Result,Interview_1_Date,Interview_1_Score,Assessment_Score,Interview_2_Date,Interview_2_Score,Offer_Status,Offer_Date,Offered_Salary_GBP,Candidate_Status,Joining_Date,Days_to_Hire,Hiring_Cost_GBP,Offer_Decline_Reason,Probation_Status,Application_Month,Application_Quarter,Salary_Gap_GBP,Is_Hired,Is_Offer_Extended,Is_Offer_Declined,Reached_Interview1,Reached_Interview2,Passed_Screening
CAN01991,REQ-OPE-2511-068,2025-11-23,Operations,Operations Executive,Bristol,Job Fair,Oliver Bennett,Female,30,3.5,Bachelor's,36000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,364.83,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN01992,REQ-TEC-2509-013,2025-09-30,Technology,Data Analyst,Manchester,Job Fair,Sophie Hughes,Male,38,3.6,Diploma,47500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,297.92,,,2025-09,2025Q3,,0,0,0,0,0,0
CAN01993,REQ-TEC-2602-017,2026-02-02,Technology,Product Analyst,Glasgow,LinkedIn,Grace Patel,Female,27,2.0,A-Level / Equivalent,44500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,216.17,,,2026-02,2026Q1,,0,0,0,0,0,0
CAN01994,REQ-TEC-2604-063,2026-04-05,Technology,Product Analyst,London,Indeed,Amelia Carter,Male,39,3.8,Diploma,53500,Passed,2026-04-16,76.0,83.0,2026-04-24,56.0,Declined,2026-04-27,49500.0,Offer Declined,,,680.11,Location,,2026-04,2026Q2,-4000.0,0,1,1,1,1,1
CAN01995,REQ-TEC-2607-037,2026-07-13,Technology,IT Support Engineer,Leeds,Indeed,Sophie Hughes,Male,39,1.8,Diploma,39500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,198.99,,,2026-07,2026Q3,,0,0,0,0,0,0
CAN01996,REQ-MAR-2606-057,2026-06-13,Marketing,Digital Marketing Specialist,Birmingham,Company Careers Page,Daniel Evans,Male,38,4.4,Bachelor's,41500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,150.36,,,2026-06,2026Q2,,0,0,0,0,0,0
CAN01997,REQ-HR-2506-010,2025-06-09,HR,L&D Coordinator,Liverpool,Employee Referral,Amelia Carter,Female,36,0.9,Diploma,30500,Passed,2025-06-14,66.0,70.0,2025-06-22,71.0,Declined,2025-06-26,38000.0,Offer Declined,,,679.6,Notice period,,2025-06,2025Q2,7500.0,0,1,1,1,1,1
CAN01998,REQ-OPE-2601-027,2026-01-19,Operations,Operations Analyst,Edinburgh,Recruitment Agency,Daniel Evans,Female,24,4.3,Diploma,42000,Passed,2026-01-23,52.0,88.0,2026-01-28,98.0,Accepted,2026-01-31,41500.0,Hired,2026-02-26,38.0,1825.45,,Passed,2026-01,2026Q1,-500.0,1,1,0,1,1,1
CAN01999,REQ-MAR-2506-002,2025-06-08,Marketing,Digital Marketing Specialist,Manchester,Recruitment Agency,Grace Patel,Female,36,1.2,Bachelor's,39500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,1104.85,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN02000,REQ-HR-2506-052,2025-06-27,HR,Recruitment Coordinator,London,LinkedIn,Oliver Bennett,Male,38,2.4,Bachelor's,32500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,181.1,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN02001,REQ-OPE-2512-056,2025-12-19,Operations,Operations Analyst,Edinburgh,Indeed,Sophie Hughes,Female,26,1.2,Bachelor's,41500,Passed,2025-12-31,67.0,64.0,2026-01-08,95.0,Declined,2026-01-09,39000.0,Offer Declined,,,597.77,Notice period,,2025-12,2025Q4,-2500.0,0,1,1,1,1,1
CAN02002,REQ-TEC-2605-015,2026-05-04,Technology,Cyber Security Analyst,Edinburgh,LinkedIn,Jack Wilson,Male,42,4.1,Bachelor's,57500,Passed,2026-05-13,96.0,51.0,2026-05-17,52.0,Accepted,2026-05-21,60000.0,Hired,2026-06-19,46.0,681.58,,In Progress,2026-05,2026Q2,2500.0,1,1,0,1,1,1
CAN02003,REQ-TEC-2504-022,2025-04-06,Technology,IT Support Engineer,Birmingham,Recruitment Agency,Jack Wilson,Male,31,0.7,Bachelor's,30500,Passed,2025-04-10,71.0,63.0,,,Not Reached,,,Rejected - Interview/Assessment,,,1149.21,,,2025-04,2025Q2,,0,0,0,1,0,1
CAN02004,REQ-TEC-2511-080,2025-11-15,Technology,Software Engineer,Birmingham,LinkedIn,Amelia Carter,Male,36,1.5,Bachelor's,56000,Passed,2025-11-27,66.0,66.0,2025-12-03,74.0,Accepted,2025-12-08,53000.0,Hired,2026-01-22,68.0,671.86,,Passed,2025-11,2025Q4,-3000.0,1,1,0,1,1,1
CAN02005,REQ-FIN-2606-063,2026-06-24,Finance,Finance Analyst,London,Employee Referral,Jack Wilson,Male,26,7.0,Master's,52500,Passed,2026-06-27,79.0,80.0,2026-07-05,83.0,Declined,2026-07-06,49000.0,Offer Declined,,,704.4,Accepted another offer,,2026-06,2026Q2,-3500.0,0,1,1,1,1,1
CAN02006,REQ-SAL-2605-072,2026-05-02,Sales,Sales Executive,Liverpool,LinkedIn,Jack Wilson,Male,45,2.9,Diploma,37000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,156.85,,,2026-05,2026Q2,,0,0,0,0,0,0
CAN02007,REQ-OPE-2606-071,2026-06-30,Operations,Operations Analyst,Bristol,Employee Referral,Jack Wilson,Female,25,3.3,Bachelor's,38500,Passed,2026-07-04,59.0,57.0,,,Not Reached,,,Rejected - Interview/Assessment,,,576.83,,,2026-06,2026Q2,,0,0,0,1,0,1
CAN02008,REQ-SAL-2605-084,2026-05-19,Sales,Business Development Executive,Bristol,Recruitment Agency,Jack Wilson,Male,40,3.6,A-Level / Equivalent,40000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,997.07,,,2026-05,2026Q2,,0,0,0,0,0,0
CAN02009,REQ-TEC-2506-051,2025-06-20,Technology,IT Support Engineer,Liverpool,LinkedIn,Oliver Bennett,Male,45,4.2,A-Level / Equivalent,37000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,183.68,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN02010,REQ-CUS-2602-033,2026-02-07,Customer Service,Customer Service Advisor,Liverpool,Company Careers Page,Grace Patel,Male,23,1.0,Bachelor's,24000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,80.38,,,2026-02,2026Q1,,0,0,0,0,0,0
CAN02011,REQ-OPE-2502-075,2025-02-01,Operations,Operations Analyst,Manchester,Company Careers Page,Grace Patel,Male,24,1.9,Bachelor's,38000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,82.4,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN02012,REQ-OPE-2509-085,2025-09-15,Operations,Quality Coordinator,Glasgow,University/Campus,Oliver Bennett,Male,32,3.2,Bachelor's,38500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,208.45,,,2025-09,2025Q3,,0,0,0,0,0,0
CAN02013,REQ-SAL-2604-005,2026-04-04,Sales,Business Development Executive,London,University/Campus,Grace Patel,Male,34,7.6,Diploma,50500,Passed,2026-04-15,64.0,66.0,,,Not Reached,,,Rejected - Interview/Assessment,,,397.27,,,2026-04,2026Q2,,0,0,0,1,0,1
CAN02014,REQ-FIN-2604-008,2026-04-28,Finance,Finance Analyst,Bristol,Indeed,Grace Patel,Male,20,1.0,Bachelor's,47000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,184.34,,,2026-04,2026Q2,,0,0,0,0,0,0
CAN02015,REQ-CUS-2501-022,2025-01-27,Customer Service,Customer Service Advisor,Birmingham,LinkedIn,Sophie Hughes,Male,30,7.1,Bachelor's,36500,Passed,2025-02-08,36.0,78.0,,,Not Reached,,,Rejected - Interview/Assessment,,,327.52,,,2025-01,2025Q1,,0,0,0,1,0,1
CAN02016,REQ-TEC-2603-035,2026-03-05,Technology,IT Support Engineer,Liverpool,Company Careers Page,Sophie Hughes,Male,33,3.1,Master's,40500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,179.85,,,2026-03,2026Q1,,0,0,0,0,0,0
CAN02017,REQ-MAR-2501-011,2025-01-17,Marketing,Digital Marketing Specialist,Edinburgh,LinkedIn,Oliver Bennett,Male,32,1.5,Diploma,38500,Passed,2025-01-20,54.0,80.0,2025-01-26,62.0,Not Reached,,,Rejected - Final Interview,,,441.94,,,2025-01,2025Q1,,0,0,0,1,1,1
CAN02018,REQ-SAL-2604-002,2026-04-02,Sales,Sales Executive,Manchester,Recruitment Agency,Sophie Hughes,Male,45,2.1,Bachelor's,35000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,1000.78,,,2026-04,2026Q2,,0,0,0,0,0,0
CAN02019,REQ-FIN-2504-060,2025-04-18,Finance,Payroll Officer,Glasgow,LinkedIn,Oliver Bennett,Male,45,6.3,Diploma,40000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,198.46,,,2025-04,2025Q2,,0,0,0,0,0,0
CAN02020,REQ-OPE-2503-072,2025-03-22,Operations,Quality Coordinator,London,University/Campus,Amelia Carter,Female,51,5.1,Bachelor's,42500,Passed,2025-03-25,57.0,80.0,,,Not Reached,,,Rejected - Interview/Assessment,,,331.34,,,2025-03,2025Q1,,0,0,0,1,0,1
CAN02021,REQ-TEC-2504-043,2025-04-26,Technology,Software Engineer,Glasgow,Recruitment Agency,Sophie Hughes,Male,35,1.4,Diploma,53000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,973.02,,,2025-04,2025Q2,,0,0,0,0,0,0
CAN02022,REQ-FIN-2510-048,2025-10-16,Finance,Payroll Officer,Glasgow,Employee Referral,Oliver Bennett,Male,32,4.9,Bachelor's,39000,Passed,2025-10-28,66.0,46.0,,,Not Reached,,,Rejected - Interview/Assessment,,,471.39,,,2025-10,2025Q4,,0,0,0,1,0,1
CAN02023,REQ-OPE-2508-056,2025-08-24,Operations,Operations Analyst,Glasgow,Indeed,Oliver Bennett,Male,25,6.0,Master's,45500,Passed,2025-08-29,37.0,57.0,,,Not Reached,,,Rejected - Interview/Assessment,,,372.95,,,2025-08,2025Q3,,0,0,0,1,0,1
CAN02024,REQ-FIN-2604-019,2026-04-12,Finance,Finance Analyst,Manchester,LinkedIn,Amelia Carter,Male,31,0.3,A-Level / Equivalent,44000,Passed,2026-04-19,64.0,75.0,2026-04-21,64.0,Not Reached,,,Rejected - Final Interview,,,327.0,,,2026-04,2026Q2,,0,0,0,1,1,1
CAN02025,REQ-SAL-2502-012,2025-02-17,Sales,Sales Executive,London,LinkedIn,Grace Patel,Male,30,2.7,Diploma,42500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,223.87,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN02026,REQ-SAL-2511-029,2025-11-30,Sales,Sales Executive,Manchester,Employee Referral,Grace Patel,Male,20,0.9,Diploma,33000,Passed,2025-12-12,74.0,74.0,2025-12-22,77.0,Accepted,2025-12-26,32000.0,Hired,2026-02-20,82.0,1038.11,,Passed,2025-11,2025Q4,-1000.0,1,1,0,1,1,1
CAN02027,REQ-MAR-2510-072,2025-10-28,Marketing,Marketing Executive,Manchester,Recruitment Agency,Amelia Carter,Female,25,1.5,Diploma,34500,Passed,2025-11-07,72.0,83.0,2025-11-15,67.0,Accepted,2025-11-20,35000.0,Hired,2026-01-09,73.0,1801.44,,Passed,2025-10,2025Q4,500.0,1,1,0,1,1,1
CAN02028,REQ-SAL-2511-081,2025-11-09,Sales,Business Development Executive,Birmingham,Employee Referral,Amelia Carter,Male,44,2.0,Bachelor's,38000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,309.06,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN02029,REQ-SAL-2502-075,2025-02-25,Sales,Sales Executive,Bristol,Indeed,Jack Wilson,Male,37,0.8,Master's,34000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,139.94,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN02030,REQ-FIN-2602-016,2026-02-15,Finance,Management Accountant,London,Employee Referral,Oliver Bennett,Female,30,1.1,Master's,51000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,355.44,,,2026-02,2026Q1,,0,0,0,0,0,0
CAN02031,REQ-SAL-2506-043,2025-06-11,Sales,Sales Executive,Leeds,Indeed,Oliver Bennett,Male,45,3.2,Diploma,40500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,172.4,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN02032,REQ-OPE-2607-004,2026-07-26,Operations,Operations Analyst,Bristol,Company Careers Page,Grace Patel,Male,27,6.0,Diploma,44000,Passed,2026-08-04,59.0,96.0,2026-08-06,59.0,Accepted,2026-08-09,49500.0,Hired,2026-09-13,49.0,987.5,,In Progress,2026-07,2026Q3,5500.0,1,1,0,1,1,1
CAN02033,REQ-SAL-2501-025,2025-01-17,Sales,Account Manager,Leeds,Indeed,Oliver Bennett,Female,43,5.9,Bachelor's,54500,Passed,2025-01-28,90.0,38.0,2025-02-04,90.0,Not Reached,,,Rejected - Final Interview,,,458.67,,,2025-01,2025Q1,,0,0,0,1,1,1
CAN02034,REQ-OPE-2602-070,2026-02-03,Operations,Quality Coordinator,Birmingham,Recruitment Agency,Sophie Hughes,Female,40,3.4,Master's,38000,Passed,2026-02-11,70.0,73.0,,,Not Reached,,,Rejected - Interview/Assessment,,,1172.75,,,2026-02,2026Q1,,0,0,0,1,0,1
CAN02035,REQ-SAL-2507-046,2025-07-16,Sales,Sales Executive,Manchester,LinkedIn,Oliver Bennett,Male,40,1.8,Bachelor's,36000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,267.23,,,2025-07,2025Q3,,0,0,0,0,0,0
CAN02036,REQ-TEC-2507-063,2025-07-10,Technology,Product Analyst,Edinburgh,Company Careers Page,Grace Patel,Male,37,3.7,Bachelor's,50000,Passed,2025-07-14,77.0,75.0,2025-07-23,72.0,Declined,2025-07-27,47000.0,Offer Declined,,,353.66,Accepted another offer,,2025-07,2025Q3,-3000.0,0,1,1,1,1,1
CAN02037,REQ-FIN-2508-049,2025-08-02,Finance,Payroll Officer,London,Employee Referral,Daniel Evans,Female,26,4.3,Diploma,38000,Passed,2025-08-08,57.0,48.0,,,Not Reached,,,Rejected - Interview/Assessment,,,573.07,,,2025-08,2025Q3,,0,0,0,1,0,1
CAN02038,REQ-CUS-2512-007,2025-12-01,Customer Service,Customer Experience Executive,Bristol,Indeed,Oliver Bennett,Male,33,2.3,Bachelor's,31500,Passed,2025-12-09,60.0,57.0,,,Not Reached,,,Rejected - Interview/Assessment,,,304.12,,,2025-12,2025Q4,,0,0,0,1,0,1
CAN02039,REQ-CUS-2602-074,2026-02-03,Customer Service,Customer Service Advisor,London,Indeed,Amelia Carter,Male,27,2.2,Professional Qualification,31000,Passed,2026-02-09,47.0,70.0,,,Not Reached,,,Rejected - Interview/Assessment,,,332.77,,,2026-02,2026Q1,,0,0,0,1,0,1
CAN02040,REQ-TEC-2507-064,2025-07-24,Technology,Data Analyst,London,LinkedIn,Oliver Bennett,Female,20,1.0,Bachelor's,46500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,210.77,,,2025-07,2025Q3,,0,0,0,0,0,0
CAN02041,REQ-TEC-2603-080,2026-03-17,Technology,Software Engineer,Bristol,LinkedIn,Grace Patel,Female,31,2.3,Bachelor's,52000,Passed,2026-03-29,64.0,85.0,2026-04-02,52.0,Not Reached,,,Rejected - Final Interview,,,437.37,,,2026-03,2026Q1,,0,0,0,1,1,1
CAN02042,REQ-CUS-2606-079,2026-06-02,Customer Service,Customer Experience Executive,Manchester,Company Careers Page,Daniel Evans,Female,33,4.1,Bachelor's,33000,Passed,2026-06-07,84.0,70.0,2026-06-10,85.0,Accepted,2026-06-15,35000.0,Hired,2026-07-28,56.0,829.31,,In Progress,2026-06,2026Q2,2000.0,1,1,0,1,1,1
CAN02043,REQ-TEC-2504-065,2025-04-26,Technology,Cyber Security Analyst,London,Indeed,Jack Wilson,Male,23,4.0,Master's,66000,Passed,2025-04-30,74.0,69.0,2025-05-09,69.0,Declined,2025-05-12,59500.0,Offer Declined,,,594.64,Role expectations,,2025-04,2025Q2,-6500.0,0,1,1,1,1,1
CAN02044,REQ-OPE-2509-074,2025-09-27,Operations,Operations Analyst,London,Indeed,Jack Wilson,Male,35,8.2,Master's,54000,Passed,2025-10-06,65.0,74.0,2025-10-15,67.0,Declined,2025-10-20,47000.0,Offer Declined,,,689.21,Personal reasons,,2025-09,2025Q3,-7000.0,0,1,1,1,1,1
CAN02045,REQ-OPE-2605-040,2026-05-17,Operations,Operations Analyst,London,LinkedIn,Daniel Evans,Male,30,6.2,Bachelor's,45000,Passed,2026-05-20,64.0,63.0,2026-05-26,67.0,Accepted,2026-06-01,47500.0,Hired,2026-06-23,37.0,840.9,,In Progress,2026-05,2026Q2,2500.0,1,1,0,1,1,1
CAN02046,REQ-HR-2603-032,2026-03-16,HR,HR Advisor,Liverpool,Indeed,Daniel Evans,Female,28,3.7,Master's,39000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,252.86,,,2026-03,2026Q1,,0,0,0,0,0,0
CAN02047,REQ-CUS-2505-012,2025-05-27,Customer Service,Customer Service Advisor,Glasgow,Employee Referral,Grace Patel,Female,25,3.8,Master's,31500,Passed,2025-06-03,67.0,70.0,2025-06-11,92.0,Accepted,2025-06-15,26500.0,Hired,2025-08-02,67.0,1271.85,,Passed,2025-05,2025Q2,-5000.0,1,1,0,1,1,1
CAN02048,REQ-HR-2605-019,2026-05-05,HR,HR Advisor,Liverpool,Indeed,Grace Patel,Female,36,3.0,Bachelor's,43500,Passed,2026-05-09,50.0,54.0,,,Not Reached,,,Rejected - Interview/Assessment,,,324.13,,,2026-05,2026Q2,,0,0,0,1,0,1
CAN02049,REQ-SAL-2601-027,2026-01-20,Sales,Business Development Executive,London,Recruitment Agency,Daniel Evans,Male,41,2.8,A-Level / Equivalent,39500,Passed,2026-02-01,69.0,80.0,2026-02-10,70.0,Accepted,2026-02-13,43000.0,Hired,2026-03-22,61.0,1390.33,,Passed,2026-01,2026Q1,3500.0,1,1,0,1,1,1
CAN02050,REQ-OPE-2604-007,2026-04-07,Operations,Operations Analyst,London,Company Careers Page,Jack Wilson,Male,28,5.9,A-Level / Equivalent,48500,Passed,2026-04-17,77.0,76.0,2026-04-27,53.0,Not Reached,,,Rejected - Final Interview,,,467.04,,,2026-04,2026Q2,,0,0,0,1,1,1
CAN02051,REQ-HR-2506-016,2025-06-05,HR,L&D Coordinator,Liverpool,Indeed,Oliver Bennett,Female,29,7.0,Diploma,37500,Passed,2025-06-14,68.0,72.0,2025-06-22,78.0,Not Reached,,,Rejected - Final Interview,,,508.43,,,2025-06,2025Q2,,0,0,0,1,1,1
CAN02052,REQ-OPE-2601-064,2026-01-25,Operations,Operations Executive,Edinburgh,Employee Referral,Daniel Evans,Female,20,1.0,Master's,31500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,340.48,,,2026-01,2026Q1,,0,0,0,0,0,0
CAN02053,REQ-CUS-2606-084,2026-06-20,Customer Service,Customer Service Advisor,Leeds,Indeed,Daniel Evans,Female,30,4.0,Bachelor's,31500,Passed,2026-06-24,88.0,45.0,,,Not Reached,,,Rejected - Interview/Assessment,,,298.19,,,2026-06,2026Q2,,0,0,0,1,0,1
CAN02054,REQ-OPE-2506-079,2025-06-04,Operations,Quality Coordinator,London,Company Careers Page,Grace Patel,Female,38,0.7,Bachelor's,36500,Passed,2025-06-13,67.0,58.0,2025-06-15,78.0,Not Reached,,,Rejected - Final Interview,,,384.28,,,2025-06,2025Q2,,0,0,0,1,1,1
CAN02055,REQ-TEC-2504-057,2025-04-22,Technology,Software Engineer,Leeds,Recruitment Agency,Amelia Carter,Female,36,0.5,A-Level / Equivalent,51500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,1045.17,,,2025-04,2025Q2,,0,0,0,0,0,0
CAN02056,REQ-MAR-2502-073,2025-02-20,Marketing,Marketing Analyst,Edinburgh,Company Careers Page,Oliver Bennett,Female,32,1.8,Master's,41500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,180.82,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN02057,REQ-OPE-2510-009,2025-10-05,Operations,Operations Executive,Bristol,University/Campus,Daniel Evans,Female,34,5.3,Bachelor's,36500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,257.87,,,2025-10,2025Q4,,0,0,0,0,0,0
CAN02058,REQ-OPE-2501-050,2025-01-11,Operations,Operations Executive,Liverpool,Company Careers Page,Daniel Evans,Male,33,6.8,Bachelor's,35000,Passed,2025-01-15,76.0,65.0,2025-01-23,69.0,Accepted,2025-01-28,33500.0,Hired,2025-02-18,38.0,675.71,,Passed,2025-01,2025Q1,-1500.0,1,1,0,1,1,1
CAN02059,REQ-SAL-2512-021,2025-12-08,Sales,Business Development Executive,Glasgow,Recruitment Agency,Grace Patel,Non-binary,29,3.0,A-Level / Equivalent,42500,Passed,2025-12-19,85.0,60.0,2025-12-23,95.0,Accepted,2025-12-26,39000.0,Hired,2026-02-06,60.0,2028.17,,Not Passed,2025-12,2025Q4,-3500.0,1,1,0,1,1,1
CAN02060,REQ-TEC-2503-060,2025-03-31,Technology,Data Analyst,Manchester,Company Careers Page,Sophie Hughes,Female,32,2.0,Bachelor's,43500,Passed,2025-04-11,85.0,76.0,2025-04-13,67.0,Accepted,2025-04-19,47000.0,Hired,2025-05-28,58.0,772.32,,Passed,2025-03,2025Q1,3500.0,1,1,0,1,1,1
CAN02061,REQ-TEC-2607-083,2026-07-10,Technology,Software Engineer,London,Indeed,Oliver Bennett,Female,36,0.7,Diploma,56500,Passed,2026-07-14,59.0,72.0,,,Not Reached,,,Rejected - Interview/Assessment,,,425.06,,,2026-07,2026Q3,,0,0,0,1,0,1
CAN02062,REQ-TEC-2508-014,2025-08-19,Technology,IT Support Engineer,Birmingham,Job Fair,Grace Patel,Prefer not to say,35,1.5,A-Level / Equivalent,39000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,328.35,,,2025-08,2025Q3,,0,0,0,0,0,0
CAN02063,REQ-CUS-2607-035,2026-07-20,Customer Service,Customer Experience Executive,Glasgow,Company Careers Page,Jack Wilson,Male,40,16.4,Bachelor's,36500,Passed,2026-07-23,47.0,64.0,,,Not Reached,,,Rejected - Interview/Assessment,,,376.1,,,2026-07,2026Q3,,0,0,0,1,0,1
CAN02064,REQ-MAR-2606-049,2026-06-29,Marketing,Digital Marketing Specialist,London,Company Careers Page,Daniel Evans,Male,28,0.2,Bachelor's,43000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,185.94,,,2026-06,2026Q2,,0,0,0,0,0,0
CAN02065,REQ-OPE-2607-048,2026-07-23,Operations,Operations Analyst,Manchester,LinkedIn,Jack Wilson,Female,29,1.3,Bachelor's,34500,Passed,2026-07-31,59.0,73.0,2026-08-08,72.0,Accepted,2026-08-11,40500.0,Hired,2026-08-26,34.0,806.39,,In Progress,2026-07,2026Q3,6000.0,1,1,0,1,1,1
CAN02066,REQ-TEC-2504-016,2025-04-19,Technology,Cyber Security Analyst,Birmingham,Recruitment Agency,Grace Patel,Female,29,6.2,A-Level / Equivalent,61000,Passed,2025-04-22,62.0,69.0,,,Not Reached,,,Rejected - Interview/Assessment,,,1186.89,,,2025-04,2025Q2,,0,0,0,1,0,1
CAN02067,REQ-FIN-2512-058,2025-12-29,Finance,Finance Analyst,Liverpool,LinkedIn,Oliver Bennett,Female,30,1.0,Bachelor's,42500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,150.03,,,2025-12,2025Q4,,0,0,0,0,0,0
CAN02068,REQ-CUS-2511-083,2025-11-21,Customer Service,Customer Service Advisor,Leeds,Indeed,Grace Patel,Female,27,4.0,Diploma,27500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,166.31,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN02069,REQ-OPE-2508-003,2025-08-19,Operations,Operations Analyst,London,University/Campus,Jack Wilson,Male,38,1.6,Master's,43000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,229.88,,,2025-08,2025Q3,,0,0,0,0,0,0
CAN02070,REQ-SAL-2606-061,2026-06-19,Sales,Sales Executive,Leeds,University/Campus,Sophie Hughes,Male,25,2.1,Bachelor's,36000,Passed,2026-06-27,51.0,65.0,,,Not Reached,,,Rejected - Interview/Assessment,,,418.22,,,2026-06,2026Q2,,0,0,0,1,0,1
CAN02071,REQ-OPE-2602-064,2026-02-17,Operations,Quality Coordinator,London,Indeed,Amelia Carter,Female,20,1.0,Professional Qualification,34000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,214.01,,,2026-02,2026Q1,,0,0,0,0,0,0
CAN02072,REQ-FIN-2603-035,2026-03-16,Finance,Management Accountant,London,University/Campus,Daniel Evans,Male,41,2.0,Master's,55500,Passed,2026-03-21,69.0,69.0,2026-03-29,78.0,Accepted,2026-04-01,55000.0,Hired,2026-05-26,71.0,642.56,,Passed,2026-03,2026Q1,-500.0,1,1,0,1,1,1
CAN02073,REQ-MAR-2604-059,2026-04-12,Marketing,Marketing Executive,Manchester,Employee Referral,Grace Patel,Male,37,4.6,A-Level / Equivalent,39500,Passed,2026-04-20,74.0,87.0,2026-04-30,59.0,Declined,2026-05-02,37500.0,Offer Declined,,,690.47,Counter-offer from current employer,,2026-04,2026Q2,-2000.0,0,1,1,1,1,1
CAN02074,REQ-FIN-2602-041,2026-02-24,Finance,Finance Analyst,Leeds,LinkedIn,Oliver Bennett,Female,35,1.8,Bachelor's,41000,Passed,2026-03-04,70.0,71.0,2026-03-12,67.0,Accepted,2026-03-14,40000.0,Hired,2026-04-24,59.0,993.53,,Passed,2026-02,2026Q1,-1000.0,1,1,0,1,1,1
CAN02075,REQ-HR-2604-005,2026-04-15,HR,Recruitment Coordinator,Manchester,Company Careers Page,Jack Wilson,Male,25,3.9,Bachelor's,31000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,136.49,,,2026-04,2026Q2,,0,0,0,0,0,0
CAN02076,REQ-HR-2601-071,2026-01-29,HR,Recruitment Coordinator,Edinburgh,Employee Referral,Oliver Bennett,Male,33,1.5,Diploma,29500,Passed,2026-02-02,69.0,80.0,2026-02-05,81.0,Accepted,2026-02-06,30500.0,Hired,2026-03-06,36.0,709.48,,Passed,2026-01,2026Q1,1000.0,1,1,0,1,1,1
CAN02077,REQ-FIN-2506-080,2025-06-19,Finance,Payroll Officer,Manchester,LinkedIn,Grace Patel,Female,30,10.2,Diploma,45000,Passed,2025-06-27,35.0,85.0,,,Not Reached,,,Rejected - Interview/Assessment,,,352.56,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN02078,REQ-TEC-2507-035,2025-07-05,Technology,Product Analyst,Glasgow,Recruitment Agency,Grace Patel,Male,33,1.5,Master's,41000,Passed,2025-07-08,76.0,59.0,,,Not Reached,,,Rejected - Interview/Assessment,,,1107.95,,,2025-07,2025Q3,,0,0,0,1,0,1
CAN02079,REQ-MAR-2607-067,2026-07-31,Marketing,Digital Marketing Specialist,London,Indeed,Daniel Evans,Male,25,5.7,Professional Qualification,48500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,145.21,,,2026-07,2026Q3,,0,0,0,0,0,0
